"cus_id","comment_time","comment_star","cus_comment","shopID"
"呀是小九啊","2017-04-02 19:31","sml-str20","真心差，卤牛肉辣么贵，一点味道都没有，饺子感觉是死面的，好难吃，服务特别差，爱答不理的，要双筷子都跟求他们一样。真心贵","l9mmAq3BMmspvQb8"
"Car良","2017-04-01 19:49","sml-str40","到了清迈正好到了晚饭时间，果断拿出大众点评进行搜索，非常意外搜到了中国菜，于是乎打车前往。gogogo！
推荐红烧肉、炒空心菜，很下饭。搭配米饭是绝配。土豆丝，感觉吃不惯吧，麻婆豆腐媳妇爱吃。总体来说是来了泰国吃到家乡的味道了，赞一个。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"Edward一航","2017-03-28 18:19","sml-str40","菜品蛮好的，符合我的胃口，价格合理。","l9mmAq3BMmspvQb8"
"属羊的魔羯座","2017-03-03 01:04","sml-str50","根据大众点评的指引，中午去清迈一家叫云南饭店的中餐厅吃饭，清真的，不提供酒。
老板可能是中国人吧，能用中文交流，菜单也是中文的，还配了图，很适合中国游客。
环境不错，菜也很可口。且好吃不贵，9个人，2270铢，是我们到泰国以来吃得最便宜的正餐。
点了红烧牛肉、香酥鸭、炒花枝、炒面、酸菜土豆丝、绿咖喱鸡、白菜粉丝汤、麻婆豆腐、泰式炒鸡蛋、凉拌松花蛋。
最好吃的是红烧牛肉，软糯入味，吃一份不够，又加1份，赞！5分。
香酥鸭很正宗哦，4.5分。
炒花枝，尤鱼挺新鲜，4.2分。
炒面很受欢迎，也是一份不够又加1份，4.5分。
酸菜土豆丝没有传说中的好吃，因为把土豆丝炒得很软烂，3.8分。
绿咖喱鸡是泰式，我不甚爱，但也光盘。3.8分。
麻婆豆腐一般，不大正宗，3.5分。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"Seven","2017-02-23 17:56","sml-str50","因为酒店离这家店近，又是五星好评，所以来这里吃。虽然叫云南餐厅，但是作为云南人，觉得其实就是中国普通的家常菜。不过菜都很好吃。最喜欢水腌菜洋芋丝，水腌菜味道非常棒，黑椒牛肉非常滑嫩，空心菜就是典型的滇味，感觉回到了云南-
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"no1金钱收割机","2017-02-17 21:49","sml-str30","距离艾美酒店走路要20分钟，tutu回去可以讲价100珠，对面有一个3d拍照的博物馆，当然是要钱的啦。
菜的味道还算可以，我觉得在国外只要点青菜啊，汤啊（酸辣汤除外）基本上还能接受。一般鱼之类的点了就会雷的你外焦里嫩的。
这家是清真餐厅，所以不能喝酒的。我们点了土豆丝还有白菜，牛肉，还有别的，4-5个菜吧，价格比较便宜！比辣子村便宜几条街啊！
这家写着：大众点评好评给瓶装水。但是我没有在店里写，哈哈。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"黄色潜水艇73","2017-02-11 14:38","sml-str40","菜的味道份量都不错，老板会中文，宾至如归","l9mmAq3BMmspvQb8"
"zhuwei716","2017-02-10 19:31","sml-str30","去机场途中吃点东西，中国味道的云南菜馆，点了三个素菜，味道做的都还不错，空心菜做的比较有味道，不像泰式炒菜那么烂糊，酸菜土豆丝第一次吃，酸辣可口，喜欢，麻婆豆腐是亮点，麻辣鲜香的，很是下饭，老板是中国人，比较热情！总体感觉不错
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"ray1573","2017-02-03 20:39","sml-str40","可能广东人吧，在云南吃云南菜就没觉得多好吃，所以。。。","l9mmAq3BMmspvQb8"
"Chocolc","2017-01-31 21:13","sml-str40","偶遇，味道还不错！^_^老板人很好！","l9mmAq3BMmspvQb8"
"成都冒脑花","2017-01-31 17:55","sml-str30","好评都是因为店里面写了一张纸条，“点评送两瓶水”。将就吃吃。","l9mmAq3BMmspvQb8"
"大喜胖墩墩","2017-01-31 16:41","sml-str30","老板是云南人，会中文。清真馆子，不卖啤酒。吃泰餐吃久了，换换口味是必须的。酸菜炒土豆丝还可以。","l9mmAq3BMmspvQb8"
"huic308","2017-01-30 22:00","sml-str50","吃了几天泰餐，已经觉得不能忍受了，找了半天终于找到这家中餐馆，不过不枉此行，味道真好，我们十个人风卷残云，十个菜全部空盘，大家感慨还是中国菜最好吃！","l9mmAq3BMmspvQb8"
"fuguan999","2017-01-30 20:32","sml-str40","吃了一个星期泰餐终于还是要换换口味了，在清迈3D博物馆南边一点，味道还是蛮中餐味道的。","l9mmAq3BMmspvQb8"
"孤荇兰芷－","2017-01-29 19:41","sml-str30","离所住的酒店比较近，中国菜馆，口味还凑合","l9mmAq3BMmspvQb8"
"江亮－蓝桥风月","2017-01-29 13:16","sml-str50","老板是上一辈来泰的华侨，热情亲切，菜品有泰国味、云南味、中国味，非常可口，值得一来品尝。","l9mmAq3BMmspvQb8"
"古月_1942","2017-01-28 18:59","sml-str40","湖南人憋坏了 要求加辣 可是还是不够....","l9mmAq3BMmspvQb8"
"鹿哩哩哩","2017-01-24 16:44","sml-str50","刚到达清迈，中国胃受不了泰餐了，强烈推荐的一家云南菜！老板父亲来自云南，清迈当地长大，喜好中国菜，也为中国人提供改良的泰式口味菜。炒菜都很好吃，口味好，真心不贵，清迈的咖啡都好好喝啊！住在附近，会再去！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"hippo_qing","2017-01-23 15:58","sml-str40","粉丝汤，土豆丝，炒饭，菜，四个菜都不错，还是很合口味，香格里拉酒店出来走个6分钟吧。","l9mmAq3BMmspvQb8"
"笃悠悠的慢生活","2017-01-21 22:26","sml-str40","到清迈旅游来的这家离皇后酒店很近的餐厅。价格适中，味道还好！因为天天吃泰国菜想换口味来这里的。还不错吧。","l9mmAq3BMmspvQb8"
"jerry_2838","2017-01-19 21:55","sml-str50","在清迈吃的最多的一顿！大人小孩都吃了很多！老板也很nice!","l9mmAq3BMmspvQb8"
"点小评1416612439","2017-01-15 17:46","sml-str50","第一次写点评阿！！真的太好吃了阿。超级家乡的味道 很好吃的！！！在泰国吃一两天还可以时间久了简直受不了 这里完全是救命菜哈哈哈哈太好吃了的！！","l9mmAq3BMmspvQb8"
"DPFR","2017-01-04 18:15","sml-str40","离开清迈之前，又去了一次，味道还是可以的","l9mmAq3BMmspvQb8"
"大眼祺祺猪","2017-01-01 15:14","sml-str40","还不错，到清迈来吃云南菜，其实也有冬阴公啦","l9mmAq3BMmspvQb8"
"乐乐乐建国","2016-12-21 20:17","sml-str40","带着老妈出来旅行要做到一切周详之余，更要考虑到五十多岁年龄段初老族们任性挑剔（住宿，吃饭，出行交通），价格（走哪儿砍哪儿，可怜淳朴的清迈人民想必很是无奈应对）这一令人很是受不了的现象。当地导游说原本清迈买卖双方都是一口价，我军去了，总是讲价格，卖东西的商家便开始抬价……… 说多了都是市场经济范畴，跑题了

酸甜辣口混淆一体的泰餐很不对我娘的胃，她说要么酸辣，要么只单单的甜都能接受。唯独接受不了三种口味和稀泥，里面还放着香茅草。我想她只是喝不惯冬阴功汤。

刚好去3D博物馆的路上发现云南饭店，街边很醒目的招牌，面积不小。

想想自从大学毕业后一直住在外面，回家的次数屈指可数，陪爸妈吃饭也是少之又少。此次带我娘出游，一面对她的絮絮叨叨有些不耐烦一面又想着她一定是因为见我次数太少有很多话要和我说。

菜单中文，分大中小三份。很人性化设计，可以点多种类。想着我娘不能吃甜，却喜辣，专门挑了几个辣菜。

是否正宗云南菜，作为只到过云南两次，也只是对酸木瓜印象颇深的我来说，很难辨别。在异国他乡吃到中国菜多少会心潮澎湃，毕竟哪个国家的食物都不及天朝啊。

娘吃的开心，就着辣炒鸡肉，牛肉吃光了一碗米饭。看着她笑着显现出来的鱼尾纹，是那么好看。同她年轻时无差。

【麻婆豆腐】嫩，香。不麻。

【辣炒鸡肉】下饭。

【炒牛肉】刀工很赞，牛肉切的非常碎。也是一道下饭菜。

【炸鱼】点个小份尝尝就好了。

【空心菜】黄豆酱炒出来的空心菜比虾酱炒出来的好吃多啦。

【香酥鸭】三个人中份有点多。外焦里子一般。

此刻去机场的路上，成功的把我娘送回家后，赶回杭州（工作的城市）。车上在放莫文蔚《当你老了》。不知不觉会想起当年我娘浓眉大眼，个子不高，性格泼辣的样子，同其他家长侃侃而谈。人群中，娇小的她，自带光源，总是很耀眼。

时间真残忍，昔年目光如炬的女子今天满屋子找老花镜。没由来的心酸。

倘若，有时间，请尽可能的多陪爸妈吃顿饭。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"修晓杰","2016-12-18 16:13","sml-str50","口味可以。量也够份。值得一吃。","l9mmAq3BMmspvQb8"
"风林灯火","2016-12-14 19:38","sml-str50","来了十来天了，终于不用吃甜酸味了，不枉我走了1.7公里呀","l9mmAq3BMmspvQb8"
"曖暧","2016-12-11 19:12","sml-str50","很好吃的饭菜，老板很热情，菜的口味适合中国人，推荐","l9mmAq3BMmspvQb8"
"天地永恒66","2016-12-08 14:03","sml-str50","到清迈旅游，和朋友一起到云南饭店吃饭，点了小炒牛肉、酸菜土豆丝、清炒芥蓝、麻婆豆腐，菜分大中小份，我们5个人，全部点的中份，味道好，分量足，老板是泰籍云南人，会讲中文，人挺不错的！吃中国菜到这家挺好的，离酒店也近
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"绝色～花卷","2016-12-04 19:41","sml-str40","云南饭店不错的一家餐厅， 我们去的时候吃不习惯泰国饭就去云南饭店吃饭！馒头面条，鸡蛋，各种炒菜都有，感觉味道还很好吃，我们去的几个人吃的好饱，总之，在外面玩的时时间久了累了饿了，来这想吃什么都很香。不错值得一去。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"漂流瓶088","2016-12-04 19:09","sml-str40","云南饭店，40年老店，给个赞！还有噢，老板是泰国华人，会讲很多中文，人也很随和，来这边吃饭，他还会和我们讲很多东西！土豆丝做法和中国大多数地方还是不太一样！加了酸菜。点了泰式炸鱼，脆到骨头里，再搭配当地的辣酱！好吃到不要不要的！如果在泰国呆了好多天，特别想吃中国菜，推荐这家，还不错，正好在酒店附近。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"叫你一声你敢答应嚒","2016-12-04 12:31","sml-str40","还不错的 总算吃到中国菜了 坐在栏杆边 特别风凉舒服","l9mmAq3BMmspvQb8"
"shelvyyang","2016-12-02 12:05","sml-str50","泰国菜实在吃不惯，在泰国难得找到的中餐，味道蛮正宗的，吃的很舒服。赞","l9mmAq3BMmspvQb8"
"礼仁迷人的小薛","2016-11-25 19:40","sml-str40","清真中国菜，还不错，比谢桐兴差一点！","l9mmAq3BMmspvQb8"
"点小评9737906243","2016-11-24 21:05","sml-str50","这是我们在清迈最好吃的中餐馆，虽然她是清真餐厅。值得推荐的是“炒杂菜，炸鱼”！","l9mmAq3BMmspvQb8"
"乾坤大挪移之肥肉挪给你","2016-11-24 20:13","sml-str50","吃了几天泰餐，真心受不了甜辣的泰菜。费劲心思终于找到了一家中餐的。看前面评论说分量挺多，就来了。目的就是要吃饱。菜分三种份量，小份中份大份。我和朋友一起三人点的都是小份，7样菜，吃的饱饱的。味道还不错！！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"游荡的朱朱mickey","2016-11-15 22:22","sml-str50","酸辣土豆丝真的好好吃清蒸鱼也不错","l9mmAq3BMmspvQb8"
"菊花茶煮香薷","2016-11-14 18:44","sml-str50","味道很好吃，价格公道，中文服务，强烈推荐！","l9mmAq3BMmspvQb8"
"点小评6514508470","2016-11-09 20:22","sml-str40","想吃云南菜的可以来试试哦，老板的爸爸是云南人。老板是泰国出生的，可以吃云南菜和泰国菜","l9mmAq3BMmspvQb8"
"Weixin_2924378975","2016-11-01 15:54","sml-str40","带着父母去旅行，吃了几顿泰餐汉堡就受不了了，来这吃换换我们的中国胃","l9mmAq3BMmspvQb8"
"点小评0951809842","2016-10-31 16:16","sml-str50","两个人点了五个菜三碗米饭，全都吃光，好吃程度可想而知！完美！","l9mmAq3BMmspvQb8"
